station,hour,scan,VP,FP,FN,n_plots,n_gt
altona,09,0,25,93,4,118,29
altona,09,1,21,97,3,118,24
altona,09,2,20,58,3,78,23
altona,09,3,18,76,5,94,23
altona,09,4,19,94,5,113,24
altona,09,5,25,100,4,125,29
altona,09,6,21,93,4,114,25
altona,09,7,20,72,3,92,23
altona,09,8,22,88,5,110,27
altona,09,9,25,73,4,98,29
altona,09,10,23,68,2,91,25
altona,09,11,22,71,3,93,25
altona,09,12,21,93,4,114,25
altona,09,13,23,98,5,121,28
altona,09,14,20,93,5,113,25
altona,09,15,21,84,5,105,26
altona,09,16,19,81,3,100,22
altona,09,17,22,105,4,127,26
altona,09,18,20,89,5,109,25
altona,09,19,18,77,7,95,25
altona,09,20,18,83,6,101,24
altona,09,21,20,92,5,112,25
altona,09,22,20,98,6,118,26
altona,09,23,19,75,3,94,22
altona,09,24,18,89,5,107,23
altona,09,25,22,102,5,124,27
altona,09,26,23,96,8,119,31
altona,09,27,18,64,6,82,24
altona,09,28,18,70,3,88,21
altona,09,29,20,83,3,103,23
altona,09,30,22,81,3,103,25
altona,09,31,21,83,3,104,24
altona,09,32,23,87,1,110,24
altona,09,33,20,94,3,114,23
altona,09,34,24,81,3,105,27
altona,09,35,22,78,4,100,26
altona,09,36,25,78,2,103,27
altona,09,37,21,79,3,100,24
altona,09,38,24,107,4,131,28
altona,09,39,17,85,3,102,20
altona,09,40,21,98,2,119,23
altona,09,41,20,84,3,104,23
altona,09,42,21,83,5,104,26
altona,09,43,23,77,2,100,25
altona,09,44,22,64,2,86,24
altona,09,45,22,73,2,95,24
altona,09,46,22,78,3,100,25
altona,09,47,21,91,5,112,26
altona,09,48,19,73,3,92,22
altona,09,49,19,64,2,83,21
altona,09,50,23,85,4,108,27
altona,09,51,21,76,4,97,25
altona,09,52,20,91,4,111,24
altona,09,53,19,79,2,98,21
altona,09,54,17,62,1,79,18
altona,09,55,20,78,4,98,24
altona,09,56,21,84,4,105,25
altona,09,57,22,88,2,110,24
altona,09,58,16,66,0,82,16
altona,09,59,22,93,4,115,26
altona,09,60,23,80,4,103,27
altona,09,61,23,79,2,102,25
altona,09,62,18,64,0,82,18
altona,09,63,22,83,1,105,23
altona,09,64,21,92,4,113,25
altona,09,65,18,85,3,103,21
altona,09,66,17,66,1,83,18
altona,09,67,25,83,2,108,27
altona,09,68,25,97,5,122,30
altona,09,69,24,95,5,119,29
altona,09,70,21,76,0,97,21
altona,09,71,19,66,2,85,21
altona,09,72,19,76,5,95,24
altona,09,73,20,75,3,95,23
altona,09,74,21,86,2,107,23
altona,09,75,22,78,0,100,22
altona,09,76,25,95,3,120,28
altona,09,77,19,96,3,115,22
altona,09,78,20,79,1,99,21
altona,09,79,13,47,1,60,14
altona,09,80,21,93,4,114,25
altona,09,81,22,101,4,123,26
altona,09,82,24,96,2,120,26
altona,09,83,18,81,1,99,19
altona,09,84,20,84,3,104,23
altona,09,85,17,80,4,97,21
altona,09,86,18,70,1,88,19
altona,09,87,19,63,0,82,19
altona,09,88,22,81,1,103,23
altona,09,89,20,103,3,123,23
altona,09,90,15,81,2,96,17
altona,09,91,15,84,1,99,16
altona,09,92,17,90,2,107,19
altona,09,93,24,99,3,123,27
altona,09,94,24,76,1,100,25
altona,09,95,23,85,1,108,24
altona,09,96,19,75,0,94,19
altona,09,97,24,94,2,118,26
altona,09,98,23,99,1,122,24
altona,09,99,22,90,0,112,22
altona,09,100,19,65,0,84,19
altona,09,101,20,84,1,104,21
altona,11,0,15,80,3,95,18
altona,11,1,15,89,3,104,18
altona,11,2,17,63,3,80,20
altona,11,3,13,52,1,65,14
altona,11,4,15,65,2,80,17
altona,11,5,14,85,4,99,18
altona,11,6,20,58,1,78,21
altona,11,7,15,50,1,65,16
altona,11,8,17,56,2,73,19
altona,11,9,13,71,4,84,17
altona,11,10,12,76,2,88,14
altona,11,11,19,62,0,81,19
altona,11,12,17,62,1,79,18
altona,11,13,19,83,3,102,22
altona,11,14,17,74,4,91,21
altona,11,15,21,72,2,93,23
altona,11,16,16,52,1,68,17
altona,11,17,20,63,1,83,21
altona,11,18,16,68,3,84,19
altona,11,19,16,59,2,75,18
altona,11,20,14,48,2,62,16
altona,11,21,17,61,2,78,19
altona,11,22,14,76,3,90,17
altona,11,23,16,49,2,65,18
altona,11,24,13,60,2,73,15
altona,11,25,17,65,2,82,19
altona,11,26,19,94,3,113,22
altona,11,27,20,60,3,80,23
altona,11,28,16,55,2,71,18
altona,11,29,15,60,3,75,18
altona,11,30,14,68,3,82,17
altona,11,31,15,72,4,87,19
altona,11,32,16,55,1,71,17
altona,11,33,18,74,3,92,21
altona,11,34,15,70,5,85,20
altona,11,35,14,66,4,80,18
altona,11,36,19,64,1,83,20
altona,11,37,16,68,2,84,18
altona,11,38,19,74,3,93,22
altona,11,39,18,64,4,82,22
altona,11,40,21,69,2,90,23
altona,11,41,17,65,1,82,18
altona,11,42,17,63,5,80,22
altona,11,43,15,62,6,77,21
altona,11,44,18,58,4,76,22
altona,11,45,15,47,2,62,17
altona,11,46,17,60,3,77,20
altona,11,47,14,63,4,77,18
altona,11,48,17,53,2,70,19
altona,11,49,16,47,0,63,16
altona,11,50,16,78,1,94,17
altona,11,51,20,85,2,105,22
altona,11,52,21,96,2,117,23
altona,11,53,18,82,0,100,18
altona,11,54,15,59,1,74,16
altona,11,55,17,83,1,100,18
altona,11,56,22,87,0,109,22
altona,11,57,21,94,0,115,21
altona,11,58,20,84,0,104,20
altona,11,59,18,73,1,91,19
altona,11,60,20,69,0,89,20
altona,11,61,20,70,0,90,20
altona,11,62,18,69,0,87,18
altona,11,63,18,62,1,80,19
altona,11,64,19,81,1,100,20
altona,11,65,20,88,0,108,20
altona,11,66,24,99,1,123,25
altona,11,67,19,74,1,93,20
altona,11,68,20,72,0,92,20
altona,11,69,18,64,0,82,18
altona,11,70,17,71,2,88,19
altona,11,71,18,78,1,96,19
altona,11,72,19,85,1,104,20
altona,11,73,21,76,0,97,21
altona,11,74,16,73,1,89,17
altona,11,75,19,80,1,99,20
altona,11,76,18,86,2,104,20
altona,11,77,20,65,1,85,21
altona,11,78,15,49,0,64,15
altona,11,79,17,61,0,78,17
altona,11,80,16,74,0,90,16
altona,11,81,17,54,0,71,17
altona,11,82,15,68,1,83,16
altona,11,83,15,63,1,78,16
altona,11,84,15,73,0,88,15
altona,11,85,21,82,0,103,21
altona,11,86,17,66,0,83,17
altona,11,87,16,64,0,80,16
altona,11,88,17,58,0,75,17
altona,11,89,18,77,0,95,18
altona,11,90,14,65,0,79,14
altona,11,91,15,58,0,73,15
altona,11,92,17,71,0,88,17
altona,11,93,20,85,0,105,20
altona,11,94,18,63,0,81,18
altona,11,95,18,63,0,81,18
altona,11,96,17,83,0,100,17
altona,11,97,17,77,0,94,17
altona,11,98,15,70,0,85,15
altona,11,99,16,64,0,80,16
amerikahoeft,09,0,11,74,1,85,12
amerikahoeft,09,1,14,94,0,108,14
amerikahoeft,09,2,12,103,1,115,13
amerikahoeft,09,3,14,86,0,100,14
amerikahoeft,09,4,17,98,0,115,17
amerikahoeft,09,5,15,118,0,133,15
amerikahoeft,09,6,15,99,0,114,15
amerikahoeft,09,7,14,89,0,103,14
amerikahoeft,09,8,15,101,0,116,15
amerikahoeft,09,9,12,101,0,113,12
amerikahoeft,09,10,11,67,0,78,11
amerikahoeft,09,11,14,103,0,117,14
amerikahoeft,09,12,15,110,0,125,15
amerikahoeft,09,13,15,111,0,126,15
amerikahoeft,09,14,16,148,0,164,16
amerikahoeft,09,15,16,134,0,150,16
amerikahoeft,09,16,10,80,0,90,10
amerikahoeft,09,17,14,75,0,89,14
amerikahoeft,09,18,19,145,0,164,19
amerikahoeft,09,19,10,115,0,125,10
amerikahoeft,09,20,8,113,0,121,8
amerikahoeft,09,21,13,109,0,122,13
amerikahoeft,09,22,16,108,0,124,16
amerikahoeft,09,23,12,120,0,132,12
amerikahoeft,09,24,15,117,0,132,15
amerikahoeft,09,25,16,118,0,134,16
amerikahoeft,09,26,12,122,0,134,12
amerikahoeft,09,27,17,127,0,144,17
amerikahoeft,09,28,16,94,0,110,16
amerikahoeft,09,29,12,97,0,109,12
amerikahoeft,09,30,13,124,0,137,13
amerikahoeft,09,31,16,104,0,120,16
amerikahoeft,09,32,12,96,0,108,12
amerikahoeft,09,33,10,90,0,100,10
amerikahoeft,09,34,12,80,0,92,12
amerikahoeft,09,35,11,85,1,96,12
amerikahoeft,09,36,12,92,1,104,13
amerikahoeft,09,37,11,111,0,122,11
amerikahoeft,09,38,15,127,1,142,16
amerikahoeft,09,39,15,97,0,112,15
amerikahoeft,09,40,7,87,0,94,7
amerikahoeft,09,41,10,98,0,108,10
amerikahoeft,09,42,14,129,1,143,15
amerikahoeft,09,43,13,86,1,99,14
amerikahoeft,09,44,15,100,0,115,15
amerikahoeft,09,45,15,99,1,114,16
amerikahoeft,09,46,13,93,1,106,14
amerikahoeft,09,47,9,98,0,107,9
amerikahoeft,09,48,11,99,1,110,12
amerikahoeft,09,49,12,105,1,117,13
amerikahoeft,09,50,14,115,0,129,14
amerikahoeft,09,51,11,90,1,101,12
amerikahoeft,09,52,15,142,1,157,16
amerikahoeft,09,53,18,153,0,171,18
amerikahoeft,09,54,11,96,0,107,11
amerikahoeft,09,55,10,107,1,117,11
amerikahoeft,09,56,11,118,1,129,12
amerikahoeft,09,57,14,110,0,124,14
amerikahoeft,09,58,15,111,0,126,15
amerikahoeft,09,59,15,114,0,129,15
amerikahoeft,09,60,15,119,0,134,15
amerikahoeft,09,61,12,105,0,117,12
amerikahoeft,09,62,14,112,1,126,15
amerikahoeft,09,63,13,113,1,126,14
amerikahoeft,09,64,12,102,0,114,12
amerikahoeft,09,65,18,118,1,136,19
amerikahoeft,09,66,17,123,1,140,18
amerikahoeft,09,67,13,98,0,111,13
amerikahoeft,09,68,10,111,0,121,10
amerikahoeft,09,69,15,122,1,137,16
amerikahoeft,09,70,18,133,1,151,19
amerikahoeft,09,71,14,100,0,114,14
amerikahoeft,09,72,12,95,1,107,13
amerikahoeft,09,73,14,88,1,102,15
amerikahoeft,09,74,14,96,0,110,14
amerikahoeft,09,75,10,78,0,88,10
amerikahoeft,09,76,11,119,0,130,11
amerikahoeft,09,77,11,122,0,133,11
amerikahoeft,09,78,8,72,0,80,8
amerikahoeft,09,79,8,82,0,90,8
amerikahoeft,09,80,11,89,0,100,11
amerikahoeft,09,81,9,72,0,81,9
amerikahoeft,09,82,6,50,0,56,6
amerikahoeft,09,83,13,110,0,123,13
amerikahoeft,11,0,20,100,0,120,20
amerikahoeft,11,1,18,128,0,146,18
amerikahoeft,11,2,19,122,0,141,19
amerikahoeft,11,3,18,77,0,95,18
amerikahoeft,11,4,18,115,0,133,18
amerikahoeft,11,5,14,106,0,120,14
amerikahoeft,11,6,19,113,0,132,19
amerikahoeft,11,7,21,119,0,140,21
amerikahoeft,11,8,19,100,0,119,19
amerikahoeft,11,9,22,114,0,136,22
amerikahoeft,11,10,24,133,0,157,24
amerikahoeft,11,11,16,107,0,123,16
amerikahoeft,11,12,17,116,0,133,17
amerikahoeft,11,13,22,114,0,136,22
amerikahoeft,11,14,21,141,0,162,21
amerikahoeft,11,15,18,112,0,130,18
amerikahoeft,11,16,18,107,0,125,18
amerikahoeft,11,17,19,94,0,113,19
amerikahoeft,11,18,20,138,0,158,20
amerikahoeft,11,19,18,134,0,152,18
amerikahoeft,11,20,17,101,0,118,17
amerikahoeft,11,21,13,96,0,109,13
amerikahoeft,11,22,16,111,0,127,16
amerikahoeft,11,23,23,162,0,185,23
amerikahoeft,11,24,18,126,0,144,18
amerikahoeft,11,25,13,110,0,123,13
amerikahoeft,11,26,16,141,0,157,16
amerikahoeft,11,27,20,114,0,134,20
amerikahoeft,11,28,17,90,0,107,17
amerikahoeft,11,29,16,98,0,114,16
amerikahoeft,11,30,18,88,0,106,18
amerikahoeft,11,31,17,100,0,117,17
amerikahoeft,11,32,15,110,0,125,15
amerikahoeft,11,33,17,115,0,132,17
amerikahoeft,11,34,22,147,0,169,22
amerikahoeft,11,35,19,148,0,167,19
amerikahoeft,11,36,17,101,0,118,17
amerikahoeft,11,37,17,95,0,112,17
amerikahoeft,11,38,16,112,0,128,16
amerikahoeft,11,39,18,139,0,157,18
amerikahoeft,11,40,15,119,1,134,16
amerikahoeft,11,41,13,89,1,102,14
amerikahoeft,11,42,14,90,0,104,14
amerikahoeft,11,43,16,88,0,104,16
amerikahoeft,11,44,16,89,0,105,16
amerikahoeft,11,45,17,99,0,116,17
amerikahoeft,11,46,17,107,0,124,17
amerikahoeft,11,47,16,72,0,88,16
amerikahoeft,11,48,16,61,0,77,16
amerikahoeft,11,49,11,53,0,64,11
amerikahoeft,11,50,18,76,0,94,18
amerikahoeft,11,51,22,103,0,125,22
amerikahoeft,11,52,17,95,0,112,17
amerikahoeft,11,53,19,82,1,101,20
amerikahoeft,11,54,20,73,0,93,20
amerikahoeft,11,55,12,76,0,88,12
amerikahoeft,11,56,14,119,0,133,14
amerikahoeft,11,57,20,105,0,125,20
amerikahoeft,11,58,17,95,0,112,17
amerikahoeft,11,59,12,106,0,118,12
amerikahoeft,11,60,17,99,1,116,18
amerikahoeft,11,61,11,63,1,74,12
amerikahoeft,11,62,9,96,0,105,9
amerikahoeft,11,63,16,107,0,123,16
amerikahoeft,11,64,19,124,0,143,19
amerikahoeft,11,65,14,115,0,129,14
amerikahoeft,11,66,10,71,0,81,10
amerikahoeft,11,67,9,58,0,67,9
amerikahoeft,11,68,9,49,0,58,9
amerikahoeft,11,69,12,71,1,83,13
amerikahoeft,11,70,20,91,1,111,21
amerikahoeft,11,71,18,95,1,113,19
amerikahoeft,11,72,11,65,1,76,12
amerikahoeft,11,73,13,69,0,82,13
amerikahoeft,11,74,12,47,0,59,12
amerikahoeft,11,75,10,63,0,73,10
amerikahoeft,11,76,11,100,0,111,11
amerikahoeft,11,77,16,99,1,115,17
amerikahoeft,11,78,16,51,0,67,16
amerikahoeft,11,79,13,68,0,81,13
amerikahoeft,11,80,18,80,0,98,18
amerikahoeft,11,81,16,55,0,71,16
amerikahoeft,11,82,17,76,1,93,18
amerikahoeft,11,83,15,94,0,109,15
ellerholzhoeft,09,0,8,72,4,80,12
ellerholzhoeft,09,1,7,48,6,55,13
ellerholzhoeft,09,2,7,42,6,49,13
ellerholzhoeft,09,3,7,46,4,53,11
ellerholzhoeft,09,4,3,29,3,32,6
ellerholzhoeft,09,5,4,48,5,52,9
ellerholzhoeft,09,6,5,37,5,42,10
ellerholzhoeft,09,7,3,36,3,39,6
ellerholzhoeft,09,8,4,53,5,57,9
ellerholzhoeft,09,9,6,59,5,65,11
ellerholzhoeft,09,10,4,32,2,36,6
ellerholzhoeft,09,11,2,39,8,41,10
ellerholzhoeft,09,12,6,49,7,55,13
ellerholzhoeft,09,13,6,44,3,50,9
ellerholzhoeft,09,14,1,5,3,6,4
ellerholzhoeft,09,15,6,45,5,51,11
ellerholzhoeft,09,16,8,37,4,45,12
ellerholzhoeft,09,17,5,47,6,52,11
ellerholzhoeft,09,18,8,76,5,84,13
ellerholzhoeft,09,19,5,33,2,38,7
ellerholzhoeft,09,20,3,13,4,16,7
ellerholzhoeft,09,21,6,45,5,51,11
ellerholzhoeft,09,22,5,37,2,42,7
ellerholzhoeft,09,23,3,54,7,57,10
ellerholzhoeft,09,24,6,58,5,64,11
ellerholzhoeft,09,25,7,50,2,57,9
ellerholzhoeft,09,26,3,41,4,44,7
ellerholzhoeft,09,27,6,58,5,64,11
ellerholzhoeft,09,28,8,57,5,65,13
ellerholzhoeft,09,29,5,45,6,50,11
ellerholzhoeft,09,30,6,58,7,64,13
ellerholzhoeft,09,31,8,47,3,55,11
ellerholzhoeft,09,32,3,20,5,23,8
ellerholzhoeft,09,33,5,41,7,46,12
ellerholzhoeft,09,34,6,45,5,51,11
ellerholzhoeft,09,35,3,41,6,44,9
ellerholzhoeft,09,36,7,48,5,55,12
ellerholzhoeft,09,37,7,59,6,66,13
ellerholzhoeft,09,38,8,45,4,53,12
ellerholzhoeft,09,39,11,73,4,84,15
ellerholzhoeft,09,40,5,39,7,44,12
ellerholzhoeft,09,41,6,46,3,52,9
ellerholzhoeft,09,42,8,52,4,60,12
ellerholzhoeft,09,43,8,40,5,48,13
ellerholzhoeft,09,44,6,50,6,56,12
ellerholzhoeft,09,45,7,50,6,57,13
ellerholzhoeft,09,46,8,51,4,59,12
ellerholzhoeft,09,47,5,63,6,68,11
ellerholzhoeft,09,48,8,71,6,79,14
ellerholzhoeft,09,49,8,46,5,54,13
ellerholzhoeft,09,50,6,38,6,44,12
ellerholzhoeft,09,51,9,38,4,47,13
ellerholzhoeft,09,52,9,66,4,75,13
ellerholzhoeft,09,53,6,50,4,56,10
ellerholzhoeft,09,54,8,48,7,56,15
ellerholzhoeft,09,55,9,52,6,61,15
ellerholzhoeft,09,56,7,36,4,43,11
ellerholzhoeft,09,57,10,59,4,69,14
ellerholzhoeft,09,58,6,43,3,49,9
ellerholzhoeft,09,59,4,34,4,38,8
ellerholzhoeft,09,60,7,44,4,51,11
ellerholzhoeft,09,61,8,50,3,58,11
ellerholzhoeft,09,62,6,29,5,35,11
ellerholzhoeft,09,63,7,43,5,50,12
ellerholzhoeft,09,64,9,49,3,58,12
ellerholzhoeft,09,65,6,46,5,52,11
ellerholzhoeft,09,66,7,54,7,61,14
ellerholzhoeft,09,67,9,46,5,55,14
ellerholzhoeft,09,68,4,32,5,36,9
ellerholzhoeft,09,69,7,40,5,47,12
ellerholzhoeft,09,70,9,44,3,53,12
ellerholzhoeft,09,71,4,50,5,54,9
ellerholzhoeft,09,72,6,56,5,62,11
ellerholzhoeft,09,73,7,51,6,58,13
ellerholzhoeft,11,0,11,68,2,79,13
ellerholzhoeft,11,1,7,58,4,65,11
ellerholzhoeft,11,2,9,55,5,64,14
ellerholzhoeft,11,3,10,55,5,65,15
ellerholzhoeft,11,4,7,46,1,53,8
ellerholzhoeft,11,5,3,29,3,32,6
ellerholzhoeft,11,6,8,57,2,65,10
ellerholzhoeft,11,7,7,58,1,65,8
ellerholzhoeft,11,8,4,41,4,45,8
ellerholzhoeft,11,9,8,54,6,62,14
ellerholzhoeft,11,10,7,57,3,64,10
ellerholzhoeft,11,11,5,48,6,53,11
ellerholzhoeft,11,12,8,55,7,63,15
ellerholzhoeft,11,13,7,55,4,62,11
ellerholzhoeft,11,14,5,30,4,35,9
ellerholzhoeft,11,15,9,63,4,72,13
ellerholzhoeft,11,16,12,66,2,78,14
ellerholzhoeft,11,17,6,41,2,47,8
ellerholzhoeft,11,18,7,47,4,54,11
ellerholzhoeft,11,19,10,62,5,72,15
ellerholzhoeft,11,20,5,42,6,47,11
ellerholzhoeft,11,21,8,55,5,63,13
ellerholzhoeft,11,22,9,65,2,74,11
ellerholzhoeft,11,23,3,47,7,50,10
ellerholzhoeft,11,24,7,51,6,58,13
ellerholzhoeft,11,25,9,58,1,67,10
ellerholzhoeft,11,26,4,30,4,34,8
ellerholzhoeft,11,27,8,55,6,63,14
ellerholzhoeft,11,28,8,65,5,73,13
ellerholzhoeft,11,29,4,40,4,44,8
ellerholzhoeft,11,30,9,52,3,61,12
ellerholzhoeft,11,31,11,62,1,73,12
ellerholzhoeft,11,32,5,43,5,48,10
ellerholzhoeft,11,33,6,39,5,45,11
ellerholzhoeft,11,34,8,51,4,59,12
ellerholzhoeft,11,35,7,58,6,65,13
ellerholzhoeft,11,36,10,65,3,75,13
ellerholzhoeft,11,37,12,78,4,90,16
ellerholzhoeft,11,38,10,60,4,70,14
ellerholzhoeft,11,39,11,71,2,82,13
ellerholzhoeft,11,40,16,72,1,88,17
ellerholzhoeft,11,41,12,68,3,80,15
ellerholzhoeft,11,42,8,74,3,82,11
ellerholzhoeft,11,43,12,77,3,89,15
ellerholzhoeft,11,44,8,67,4,75,12
ellerholzhoeft,11,45,10,59,3,69,13
ellerholzhoeft,11,46,13,79,4,92,17
ellerholzhoeft,11,47,11,72,4,83,15
ellerholzhoeft,11,48,8,67,4,75,12
ellerholzhoeft,11,49,9,60,4,69,13
ellerholzhoeft,11,50,12,71,4,83,16
ellerholzhoeft,11,51,9,54,2,63,11
ellerholzhoeft,11,52,12,77,3,89,15
ellerholzhoeft,11,53,13,83,3,96,16
ellerholzhoeft,11,54,10,41,4,51,14
ellerholzhoeft,11,55,8,63,3,71,11
ellerholzhoeft,11,56,11,66,2,77,13
ellerholzhoeft,11,57,12,74,2,86,14
ellerholzhoeft,11,58,12,72,4,84,16
ellerholzhoeft,11,59,7,49,2,56,9
ellerholzhoeft,11,60,5,33,1,38,6
ellerholzhoeft,11,61,9,70,3,79,12
ellerholzhoeft,11,62,11,76,3,87,14
ellerholzhoeft,11,63,13,70,3,83,16
ellerholzhoeft,11,64,11,67,3,78,14
ellerholzhoeft,11,65,11,55,2,66,13
ellerholzhoeft,11,66,8,66,3,74,11
ellerholzhoeft,11,67,8,47,2,55,10
ellerholzhoeft,11,68,11,74,3,85,14
ellerholzhoeft,11,69,12,79,1,91,13
ellerholzhoeft,11,70,9,53,1,62,10
ellerholzhoeft,11,71,12,62,3,74,15
ellerholzhoeft,11,72,6,65,7,71,13
ellerholzhoeft,11,73,8,59,6,67,14
hohe_schaar,09,0,1,12,0,13,1
hohe_schaar,09,1,1,10,0,11,1
hohe_schaar,09,2,1,4,0,5,1
hohe_schaar,09,3,2,12,0,14,2
hohe_schaar,09,4,1,9,0,10,1
hohe_schaar,09,5,1,6,0,7,1
hohe_schaar,09,6,1,5,0,6,1
hohe_schaar,09,7,1,10,0,11,1
hohe_schaar,09,8,1,9,0,10,1
hohe_schaar,09,9,1,9,0,10,1
hohe_schaar,09,10,1,8,0,9,1
hohe_schaar,09,11,1,8,0,9,1
hohe_schaar,09,12,1,7,0,8,1
hohe_schaar,09,13,1,9,0,10,1
hohe_schaar,09,14,1,9,0,10,1
hohe_schaar,09,15,1,12,1,13,2
hohe_schaar,09,16,1,11,1,12,2
hohe_schaar,09,17,1,10,0,11,1
hohe_schaar,09,18,1,11,0,12,1
hohe_schaar,09,19,1,11,0,12,1
hohe_schaar,09,20,1,10,0,11,1
hohe_schaar,09,21,1,9,0,10,1
hohe_schaar,09,22,1,8,0,9,1
hohe_schaar,09,23,2,12,0,14,2
hohe_schaar,09,24,2,13,0,15,2
hohe_schaar,09,25,1,5,0,6,1
hohe_schaar,09,26,1,5,0,6,1
hohe_schaar,09,27,1,1,0,2,1
hohe_schaar,09,28,1,2,0,3,1
hohe_schaar,09,29,1,2,0,3,1
hohe_schaar,09,30,1,3,0,4,1
hohe_schaar,09,31,1,2,0,3,1
hohe_schaar,09,32,1,3,0,4,1
hohe_schaar,09,33,1,3,0,4,1
hohe_schaar,09,34,1,3,0,4,1
hohe_schaar,09,35,1,4,0,5,1
hohe_schaar,09,36,1,4,0,5,1
hohe_schaar,09,37,2,11,0,13,2
hohe_schaar,09,38,2,12,0,14,2
hohe_schaar,09,39,1,5,0,6,1
hohe_schaar,09,40,1,7,0,8,1
hohe_schaar,11,0,1,5,0,6,1
hohe_schaar,11,1,1,5,0,6,1
hohe_schaar,11,2,1,1,0,2,1
hohe_schaar,11,3,1,1,0,2,1
hohe_schaar,11,4,1,1,0,2,1
hohe_schaar,11,5,1,1,0,2,1
hohe_schaar,11,6,1,1,0,2,1
hohe_schaar,11,7,1,1,0,2,1
hohe_schaar,11,8,0,2,1,2,1
hohe_schaar,11,9,1,3,1,4,2
hohe_schaar,11,10,1,1,0,2,1
hohe_schaar,11,11,2,4,0,6,2
hohe_schaar,11,12,2,4,0,6,2
hohe_schaar,11,13,1,2,0,3,1
hohe_schaar,11,14,0,3,1,3,1
hohe_schaar,11,15,2,15,0,17,2
hohe_schaar,11,16,2,19,1,21,3
hohe_schaar,11,17,1,4,2,5,3
hohe_schaar,11,18,2,14,1,16,3
hohe_schaar,11,19,1,11,0,12,1
hohe_schaar,11,20,1,1,1,2,2
hohe_schaar,11,21,1,1,1,2,2
hohe_schaar,11,22,2,15,0,17,2
hohe_schaar,11,23,2,15,1,17,3
hohe_schaar,11,24,1,1,0,2,1
hohe_schaar,11,25,2,15,0,17,2
hohe_schaar,11,26,2,16,0,18,2
hohe_schaar,11,27,1,1,1,2,2
hohe_schaar,11,28,2,15,1,17,3
hohe_schaar,11,29,2,15,0,17,2
hohe_schaar,11,30,1,1,0,2,1
hohe_schaar,11,31,1,12,0,13,1
hohe_schaar,11,32,1,12,0,13,1
hohe_schaar,11,33,1,1,1,2,2
hohe_schaar,11,34,2,16,1,18,3
hohe_schaar,11,35,1,12,0,13,1
hohe_schaar,11,36,1,1,0,2,1
hohe_schaar,11,37,1,2,0,3,1
hohe_schaar,11,38,1,1,1,2,2
hohe_schaar,11,39,1,1,1,2,2
hohe_schaar,11,40,1,15,0,16,1
hohe_schaar,11,41,2,12,0,14,2
hohe_schaar,11,42,1,1,0,2,1
hohe_schaar,11,43,1,12,0,13,1
hohe_schaar,11,44,2,11,0,13,2
hohe_schaar,11,45,1,1,0,2,1
hohe_schaar,11,46,1,1,0,2,1
hohe_schaar,11,47,1,1,1,2,2
hohe_schaar,11,48,2,17,0,19,2
hohe_schaar,11,49,2,19,0,21,2
kattwyk,09,0,5,40,6,45,11
kattwyk,09,1,6,40,5,46,11
kattwyk,09,2,8,32,3,40,11
kattwyk,09,3,7,38,4,45,11
kattwyk,09,4,4,27,5,31,9
kattwyk,09,5,4,22,3,26,7
kattwyk,09,6,8,44,3,52,11
kattwyk,09,7,7,45,6,52,13
kattwyk,09,8,6,32,4,38,10
kattwyk,09,9,5,42,4,47,9
kattwyk,09,10,4,37,6,41,10
kattwyk,09,11,5,33,3,38,8
kattwyk,09,12,8,40,0,48,8
kattwyk,09,13,6,41,4,47,10
kattwyk,09,14,7,35,4,42,11
kattwyk,09,15,8,61,4,69,12
kattwyk,09,16,8,46,4,54,12
kattwyk,09,17,6,33,3,39,9
kattwyk,09,18,9,53,3,62,12
kattwyk,09,19,9,51,2,60,11
kattwyk,09,20,6,26,3,32,9
kattwyk,09,21,7,34,3,41,10
kattwyk,09,22,7,49,4,56,11
kattwyk,09,23,9,36,4,45,13
kattwyk,09,24,7,39,2,46,9
kattwyk,09,25,5,49,5,54,10
kattwyk,09,26,5,30,5,35,10
kattwyk,09,27,7,26,2,33,9
kattwyk,09,28,9,48,4,57,13
kattwyk,09,29,7,52,6,59,13
kattwyk,09,30,5,28,6,33,11
kattwyk,09,31,5,44,5,49,10
kattwyk,09,32,5,38,4,43,9
kattwyk,09,33,5,23,4,28,9
kattwyk,09,34,6,32,4,38,10
kattwyk,09,35,8,42,5,50,13
kattwyk,09,36,7,42,3,49,10
kattwyk,09,37,4,23,6,27,10
kattwyk,09,38,4,20,6,24,10
kattwyk,09,39,6,38,2,44,8
kattwyk,09,40,6,39,5,45,11
kattwyk,09,41,6,35,4,41,10
kattwyk,09,42,3,21,3,24,6
kattwyk,09,43,5,30,3,35,8
kattwyk,09,44,4,27,2,31,6
kattwyk,09,45,3,14,2,17,5
kattwyk,09,46,4,27,2,31,6
kattwyk,09,47,3,22,3,25,6
kattwyk,09,48,7,31,3,38,10
kattwyk,09,49,6,20,2,26,8
kattwyk,09,50,4,25,1,29,5
kattwyk,09,51,3,27,3,30,6
kattwyk,09,52,4,21,4,25,8
kattwyk,09,53,5,29,3,34,8
kattwyk,09,54,2,19,3,21,5
kattwyk,09,55,4,25,4,29,8
kattwyk,09,56,6,31,4,37,10
kattwyk,09,57,4,22,2,26,6
kattwyk,09,58,4,28,4,32,8
kattwyk,09,59,4,23,5,27,9
kattwyk,09,60,1,15,3,16,4
kattwyk,09,61,3,28,4,31,7
kattwyk,09,62,6,29,4,35,10
kattwyk,09,63,5,32,4,37,9
